Date,Price,High,Low,Close,,Volume
13-01-2023,1417.946167,1461.672729,1404.023926,1451.614868,,7684148212
14-01-2023,1451.428467,1563.739136,1450.988403,1550.706909,,15444626014
15-01-2023,1550.731567,1556.950806,1520.893799,1552.479492,,6774614499
16-01-2023,1552.519287,1594.039795,1529.573608,1576.833496,,8454485431
17-01-2023,1577.107422,1594.000977,1553.335938,1567.846069,,7599462786
18-01-2023,1567.698975,1602.106689,1509.422852,1515.506958,,10354880595
19-01-2023,1515.249634,1557.970337,1514.380005,1552.556519,,6432638856
20-01-2023,1552.373657,1659.885742,1544.917847,1659.75415,,8528894754
21-01-2023,1659.706055,1674.179321,1626.812988,1627.118164,,8859250310
22-01-2023,1627.365967,1658.023438,1612.085693,1628.38208,,7517988734
23-01-2023,1628.550781,1641.21814,1607.903076,1628.251099,,8264507375
24-01-2023,1627.848267,1639.723877,1551.389771,1556.604248,,8180274691
25-01-2023,1556.807495,1632.241699,1530.797852,1611.71106,,10598973448
26-01-2023,1611.080933,1626.198242,1586.598145,1603.105957,,8395315241
27-01-2023,1603.080078,1617.000854,1565.244995,1598.156494,,8124465373
28-01-2023,1598.125366,1604.704102,1565.390137,1572.435059,,5803653357
29-01-2023,1572.629517,1653.724976,1568.984863,1646.15564,,8801292300
30-01-2023,1646.147705,1646.651611,1546.660767,1567.326538,,9180418120
31-01-2023,1567.419922,1598.517578,1563.804321,1586.5354,,6585191019
01-02-2023,1586.488159,1644.727539,1566.8573,1641.792725,,8116969489
02-02-2023,1641.365967,1704.45813,1641.322632,1643.241577,,10558081069
03-02-2023,1642.904663,1670.696899,1634.223389,1664.745605,,8169519805
04-02-2023,1664.47229,1690.099609,1648.189209,1667.059204,,5843302512
05-02-2023,1667.166504,1671.770264,1616.391846,1631.645874,,6926696531
06-02-2023,1631.645264,1653.715454,1611.319092,1616.24707,,6919871886
07-02-2023,1616.009644,1673.797852,1614.863037,1672.00354,,8030277434
08-02-2023,1671.905273,1688.527222,1635.265015,1650.716797,,7806089579
09-02-2023,1651.082275,1655.234863,1537.182251,1546.438232,,10524969124
10-02-2023,1546.596558,1553.325684,1504.834473,1514.869141,,8397387897
11-02-2023,1514.941895,1541.334717,1510.146973,1539.926758,,5064007416
12-02-2023,1539.776001,1545.554199,1501.462036,1515.033691,,5319698775
13-02-2023,1514.916992,1524.731445,1470.023926,1507.165894,,9363855114
14-02-2023,1506.992065,1562.034302,1497.194458,1556.875122,,9249575045
15-02-2023,1556.765137,1674.289795,1545.689697,1673.745972,,10015035156
16-02-2023,1673.867432,1732.801147,1638.145508,1640.067627,,12704861676
17-02-2023,1640.280151,1716.78186,1636.173828,1694.783325,,9802443159
18-02-2023,1694.741821,1705.309082,1683.670166,1691.819458,,5491437195
19-02-2023,1691.680176,1718.947632,1673.906616,1681.436157,,6959144003
20-02-2023,1682.337036,1716.48938,1659.295044,1702.675171,,7703604237
21-02-2023,1702.797852,1714.285645,1642.396729,1658.036377,,8721608198
22-02-2023,1658.140991,1663.996826,1604.803345,1643.231689,,9189387004
23-02-2023,1643.298584,1674.601563,1632.566162,1651.073853,,9013236167
24-02-2023,1650.895142,1661.091309,1583.147827,1608.373169,,8909129423
25-02-2023,1608.658325,1608.865112,1567.631714,1594.914917,,5657686235
26-02-2023,1594.761108,1645.273438,1590.393066,1640.817139,,5727967432
27-02-2023,1640.763672,1662.575684,1615.387939,1634.326416,,7239824677
28-02-2023,1634.502441,1644.435791,1602.428101,1605.895142,,6323676957
01-03-2023,1606.040405,1663.433716,1601.548584,1663.433716,,7701847224
02-03-2023,1663.549072,1672.051147,1622.599976,1647.319336,,7080950926
03-03-2023,1647.557739,1648.475342,1552.451538,1569.167603,,9922240199
04-03-2023,1569.278076,1575.637207,1551.736816,1566.92395,,4389045367
05-03-2023,1567.179321,1584.208862,1559.954102,1564.46875,,5020886238
06-03-2023,1564.383179,1579.456299,1557.363525,1567.398682,,5245153345
07-03-2023,1567.424683,1579.162231,1543.127563,1561.933105,,6854058349
08-03-2023,1561.977905,1568.175293,1534.088257,1534.088257,,7130327525
09-03-2023,1534.031616,1544.108398,1423.264771,1438.660767,,9457897583
10-03-2023,1438.760132,1438.760132,1378.525391,1429.158081,,12665194936
11-03-2023,1429.10083,1484.136963,1428.723145,1482.616699,,14917080154
12-03-2023,1482.431885,1607.152588,1461.610962,1590.292969,,11480965122
13-03-2023,1590.831177,1699.911743,1572.074707,1680.30896,,15711468959
14-03-2023,1680.295288,1779.917847,1665.902344,1703.50708,,16159781303
15-03-2023,1705.189941,1721.079224,1616.630371,1656.180542,,12715339905
16-03-2023,1656.332031,1693.139282,1639.261719,1677.215454,,9364980166
17-03-2023,1677.296753,1799.343994,1667.131836,1792.485107,,12467445117
18-03-2023,1793.592407,1840.357544,1751.262817,1761.659668,,10317822213
19-03-2023,1762.963257,1843.844116,1762.963257,1785.576538,,9170565472
20-03-2023,1785.41626,1807.72522,1728.10376,1735.321289,,10978325507
21-03-2023,1735.61792,1836.288574,1725.007324,1806.760742,,10758627746
22-03-2023,1804.957031,1821.458252,1717.765137,1737.717041,,12484103560
23-03-2023,1737.140869,1853.888062,1732.524658,1816.405151,,11012966854
24-03-2023,1815.819824,1819.935303,1730.349487,1752.0448,,10913669383
25-03-2023,1751.469482,1762.674561,1716.651978,1743.764771,,6614309912
26-03-2023,1743.842163,1797.880249,1741.182861,1775.676758,,6990313307
27-03-2023,1775.481323,1781.379272,1690.516602,1715.460815,,8585750760
28-03-2023,1715.327393,1791.110962,1702.564697,1772.785645,,8346890042
29-03-2023,1772.899902,1825.600952,1772.899902,1793.001831,,9136176952
30-03-2023,1793.345947,1827.280273,1766.248901,1792.737183,,9724496987
31-03-2023,1793.620117,1844.677368,1783.142212,1822.022095,,9149379763
01-04-2023,1821.704346,1840.173096,1811.11853,1813.860596,,5556443606
02-04-2023,1821.192139,1824.328857,1774.872437,1795.70813,,6199721188
03-04-2023,1794.922485,1839.157837,1765.518921,1810.297119,,9643826401
04-04-2023,1810.14209,1886.594604,1802.955444,1871.005127,,10398322335
05-04-2023,1870.965088,1937.497559,1865.941895,1909.114014,,10319231689
06-04-2023,1909.143555,1909.271729,1857.085083,1872.922607,,8263191830
07-04-2023,1872.734131,1882.299194,1845.993896,1865.636108,,8356130492
08-04-2023,1864.679077,1879.107788,1848.875488,1849.498169,,5016362733
09-04-2023,1849.672241,1873.057373,1828.700073,1859.387817,,6361497715
10-04-2023,1859.741211,1917.300171,1848.164185,1911.20752,,8380134275
11-04-2023,1911.375854,1936.728271,1886.53418,1892.189697,,8877222956
12-04-2023,1891.949707,1929.881226,1860.036865,1920.682129,,11010714187
13-04-2023,1917.698364,2022.150146,1901.860352,2012.634644,,12546950499
14-04-2023,2013.930664,2126.31665,2011.503296,2101.635498,,16298099411
15-04-2023,2101.616455,2111.075439,2076.510742,2092.466797,,8036468153
16-04-2023,2092.281006,2137.445068,2076.832031,2120.005859,,7898126856
17-04-2023,2120.001221,2120.113525,2063.038574,2076.24292,,9648882546
18-04-2023,2075.855225,2121.531494,2057.653809,2104.537354,,9134015143
19-04-2023,2103.946289,2104.857178,1928.582886,1936.403442,,13779745451
20-04-2023,1936.417969,1979.573364,1918.132813,1943.097656,,11324135406
21-04-2023,1943.409912,1955.64917,1827.78894,1849.999878,,12044274581
22-04-2023,1849.286499,1886.781616,1845.849243,1874.228638,,6970642726
23-04-2023,1874.171509,1882.229736,1838.992432,1862.062012,,6607451862
24-04-2023,1862.085327,1888.193726,1811.792114,1842.757446,,8438191338
25-04-2023,1842.204346,1877.484985,1805.322876,1866.753662,,8677255481
26-04-2023,1866.148926,1962.567627,1792.463867,1866.564209,,14356524696
27-04-2023,1866.693237,1936.94519,1863.147949,1908.786377,,14008145806
28-04-2023,1909.273071,1923.199219,1876.29187,1892.512817,,7691759733
29-04-2023,1892.565063,1916.973755,1887.990479,1908.916992,,4796651246
30-04-2023,1908.741333,1938.417969,1876.924316,1876.924316,,6539641957
01-05-2023,1868.891113,1886.206421,1809.193237,1831.954834,,8625783201
02-05-2023,1831.726563,1879.759521,1824.327026,1870.789307,,7536785767
03-05-2023,1870.687134,1915.50415,1845.871826,1904.651855,,8306390869
04-05-2023,1905.168945,1915.871704,1868.629761,1877.704102,,6578438233
05-05-2023,1877.83313,1998.413574,1876.946655,1995.060913,,9498261360
06-05-2023,1995.479126,2017.559448,1870.605591,1900.221802,,9623243037
07-05-2023,1899.917603,1933.998413,1873.076416,1873.076416,,6883942236
08-05-2023,1872.475098,1886.162109,1818.450562,1849.042725,,9895102899
09-05-2023,1849.061035,1860.66748,1832.906982,1848.603149,,6129516088
10-05-2023,1848.213501,1886.800293,1795.668823,1842.401489,,9945549603
11-05-2023,1842.492065,1842.492065,1774.132568,1796.490601,,8353828312
12-05-2023,1795.176636,1812.424927,1742.403809,1808.019775,,9047198660
13-05-2023,1808.375,1816.058472,1788.475586,1796.114868,,4647630864
14-05-2023,1796.10791,1823.490723,1793.22876,1800.500977,,4711210241
15-05-2023,1800.371216,1845.695435,1787.536377,1817.549927,,6748889346
16-05-2023,1816.824219,1830.351563,1797.84375,1824.12146,,5595959668
17-05-2023,1824.068359,1835.554565,1786.671997,1821.859619,,6352161579
18-05-2023,1822.068237,1831.450317,1774.195068,1801.728516,,5673124255
19-05-2023,1800.994385,1826.194214,1797.434448,1812.589478,,4796110259
20-05-2023,1812.766113,1829.009644,1808.046753,1820.478027,,2951655969
21-05-2023,1820.138062,1827.921997,1799.946899,1804.531372,,3386768865
22-05-2023,1804.841919,1826.696533,1793.223999,1817.53479,,4534841049
23-05-2023,1817.781128,1869.343994,1816.287964,1854.380615,,6820047160
24-05-2023,1854.299683,1854.299683,1780.925537,1800.099976,,7101647419
25-05-2023,1799.845215,1815.994751,1763.365112,1805.953735,,6321689859
26-05-2023,1805.725464,1837.865845,1798.406006,1828.689697,,5451414258
27-05-2023,1828.575684,1836.18457,1817.492065,1831.118286,,3216737652
28-05-2023,1831.098633,1915.723267,1825.467285,1910.914185,,6359610561
29-05-2023,1909.297485,1926.421753,1879.077515,1893.078125,,5884674572
30-05-2023,1893.09314,1916.574951,1883.934692,1901.026611,,5363439784
31-05-2023,1901.098267,1907.0354,1852.094727,1874.130493,,5984512548
01-06-2023,1873.914673,1887.705322,1846.227417,1862.201416,,5640027197
02-06-2023,1862.423706,1910.278442,1851.964722,1907.256592,,6097746022
03-06-2023,1907.420776,1908.822266,1885.485474,1892.412476,,3472274607
04-06-2023,1892.398193,1912.205688,1885.651855,1890.51355,,3747042696
05-06-2023,1890.417603,1890.640503,1780.211548,1811.828369,,9246593033
06-06-2023,1810.581421,1896.222656,1801.405273,1884.494873,,8704411776
07-06-2023,1884.372925,1893.809082,1822.303101,1832.395996,,7919894455
08-06-2023,1832.51355,1861.136108,1830.165039,1846.30188,,4536041931
09-06-2023,1846.077881,1854.824951,1828.544556,1840.22522,,4610831509
10-06-2023,1840.391968,1844.785645,1721.443115,1752.384766,,10788500406
11-06-2023,1752.527588,1776.847168,1741.110474,1753.415283,,4559112981
12-06-2023,1753.075439,1757.65979,1722.906372,1742.528687,,6031384958
13-06-2023,1742.390137,1761.955444,1727.749878,1739.037598,,6214125203
14-06-2023,1739.250122,1749.163208,1637.187744,1650.519287,,7462905534
15-06-2023,1650.498169,1676.406616,1624.138306,1665.519775,,7328564880
16-06-2023,1665.410645,1727.289551,1653.170898,1716.668823,,6281023479
17-06-2023,1716.671753,1766.763184,1714.150879,1727.204102,,4875187477
18-06-2023,1727.193726,1746.509155,1718.11145,1720.577515,,3820038842
19-06-2023,1720.505371,1745.134644,1705.813477,1737.659424,,5210480121
20-06-2023,1736.879761,1793.313965,1715.342529,1792.119995,,7171072578
21-06-2023,1791.994995,1898.668945,1788.489258,1891.007202,,11731457711
22-06-2023,1889.794434,1932.065552,1867.876587,1872.942993,,8477657143
23-06-2023,1872.540771,1932.531616,1865.192017,1892.862061,,8290615074
24-06-2023,1893.771973,1905.227417,1867.811523,1876.059692,,5026191704
25-06-2023,1875.849121,1929.079102,1870.850098,1900.506104,,6937581709
26-06-2023,1900.050293,1905.360474,1840.215088,1859.432861,,8619702292
27-06-2023,1859.346191,1911.311157,1856.838379,1889.703369,,7686042202
28-06-2023,1889.906494,1890.208984,1822.102783,1827.971191,,7135265016
29-06-2023,1828.059326,1876.530273,1828.059326,1852.227295,,5677228612
30-06-2023,1852.008423,1945.274292,1831.281006,1933.188965,,12895131248
01-07-2023,1933.323853,1942.701538,1910.848633,1924.565918,,5136809625
02-07-2023,1924.44812,1958.160767,1895.906982,1937.438354,,6343966490
03-07-2023,1937.883789,1974.775024,1934.688843,1955.38916,,7858509087
04-07-2023,1955.52417,1966.365356,1932.611328,1936.633545,,5683423776
05-07-2023,1936.796753,1942.432495,1897.124756,1910.588013,,6034088075
06-07-2023,1910.417114,1956.012329,1847.850708,1848.636475,,8905008384
07-07-2023,1847.512573,1876.963257,1832.025391,1870.602539,,6468885150
08-07-2023,1871.002075,1872.501587,1844.641724,1865.539551,,4299007854
09-07-2023,1865.594971,1878.668945,1857.748291,1863.009766,,4392863807
10-07-2023,1863.240234,1905.460815,1848.777222,1880.556396,,6336468234
11-07-2023,1880.654907,1889.381714,1863.218628,1878.33606,,4905225892
12-07-2023,1878.322021,1901.148438,1865.710083,1872.11377,,6379007000
13-07-2023,1872.040283,2011.885254,1864.496094,2006.511475,,11114853969
14-07-2023,2005.686157,2026.204956,1901.361206,1939.347046,,10627449471
15-07-2023,1939.129639,1946.019165,1928.187378,1931.466553,,4380084234
16-07-2023,1931.64502,1942.030884,1917.294067,1923.681885,,4329306566
17-07-2023,1923.694336,1936.177612,1875.120361,1911.646118,,6678090758
18-07-2023,1911.697021,1916.468384,1878.718506,1897.599243,,5814708445
19-07-2023,1897.797241,1919.264404,1883.067139,1889.007935,,6018487800
20-07-2023,1889.07373,1919.264404,1879.734375,1890.969116,,7366830684
21-07-2023,1891.581299,1905.38623,1885.296265,1892.080078,,4668158260
22-07-2023,1891.955078,1897.088013,1855.092773,1864.912354,,4101305643
23-07-2023,1866.094238,1904.483276,1859.568848,1889.19165,,4480604100
24-07-2023,1888.80957,1889.761963,1836.852417,1850.002075,,6344373569
25-07-2023,1850.027954,1867.323242,1845.981567,1857.741943,,4163381707
26-07-2023,1857.696533,1886.974121,1849.43689,1872.159912,,5781548155
27-07-2023,1872.086304,1885.591553,1855.321533,1860.357178,,4291339248
28-07-2023,1860.702515,1881.457275,1857.04895,1874.744873,,3800973336
29-07-2023,1874.560425,1885.529297,1870.333862,1881.068848,,2497302218
30-07-2023,1880.871582,1884.144165,1851.728027,1861.643799,,4003005547
31-07-2023,1861.755249,1875.629395,1851.915405,1856.162354,,4391613314
01-08-2023,1856.190186,1873.029907,1817.920776,1871.792114,,7634860636
02-08-2023,1873.46814,1877.511475,1822.348267,1839.089722,,6448512422
03-08-2023,1838.897949,1856.407593,1825.347778,1835.136475,,4710581074
04-08-2023,1834.890503,1847.912231,1817.413818,1827.712891,,4861242484
05-08-2023,1827.798584,1836.464844,1824.807983,1834.987915,,2866049749
06-08-2023,1834.845215,1836.248901,1824.986694,1827.462036,,2963395076
07-08-2023,1827.239502,1842.522583,1804.716675,1826.938843,,5837881974
08-08-2023,1826.93103,1873.847168,1824.430054,1855.807373,,5812855406
09-08-2023,1855.779419,1869.736572,1845.489746,1854.297607,,5870081833
10-08-2023,1854.348267,1863.310913,1845.442261,1850.753418,,3760304518
11-08-2023,1850.741699,1855.06604,1839.569214,1847.12439,,3353025102
12-08-2023,1847.171997,1852.281006,1845.719238,1848.889893,,2291124840
13-08-2023,1849.053833,1859.916382,1834.804321,1839.280151,,3054625661
14-08-2023,1839.323486,1853.836304,1834.800415,1844.185791,,4083364724
15-08-2023,1844.164185,1845.547607,1816.325073,1826.932739,,4483923893
16-08-2023,1827.036377,1829.361206,1798.966675,1805.659058,,4976573383
17-08-2023,1805.567383,1807.714844,1551.713257,1684.933472,,14208462072
18-08-2023,1682.038452,1698.124268,1644.930908,1660.945068,,9645084584
19-08-2023,1660.84436,1693.228149,1654.075806,1669.471924,,4871231360
20-08-2023,1669.587769,1692.328735,1662.901489,1684.852051,,4105056995
21-08-2023,1685.022339,1685.082642,1651.959839,1667.269043,,5077248383
22-08-2023,1667.279297,1668.638672,1596.384033,1633.892578,,7244623133
23-08-2023,1634.401733,1696.593994,1629.581055,1679.274414,,7191868448
24-08-2023,1679.248291,1682.489746,1641.627075,1659.94458,,5104531920
25-08-2023,1660.269897,1671.970703,1635.967407,1652.935059,,5396997823
26-08-2023,1652.927246,1654.77771,1643.712646,1646.306763,,2423247747
27-08-2023,1646.271973,1659.26709,1645.902832,1657.513062,,2624065031
28-08-2023,1657.439819,1659.328735,1627.446777,1652.457397,,4855588534
29-08-2023,1652.27417,1742.637329,1639.576172,1729.725708,,11304916729
30-08-2023,1729.676636,1730.564697,1697.147217,1705.112183,,5023904190
31-08-2023,1705.364502,1720.011963,1634.850952,1645.63916,,6593153505
01-09-2023,1645.581299,1653.531738,1603.03418,1628.491211,,6104510092
02-09-2023,1628.559692,1644.03064,1627.976074,1637.025391,,2943590996
03-09-2023,1637.043579,1645.645142,1626.089233,1636.117676,,3151878318
04-09-2023,1635.724731,1642.653198,1618.523682,1629.655273,,3887968912
05-09-2023,1629.911011,1645.948364,1610.141235,1633.629395,,4417491902
06-09-2023,1633.912109,1656.932739,1611.147705,1632.252319,,4987397046
07-09-2023,1632.262817,1657.303711,1623.220459,1647.598267,,4907290296
08-09-2023,1647.807617,1657.136353,1617.796509,1636.137817,,4598495496
09-09-2023,1636.050415,1636.870728,1629.660889,1635.162354,,2081625742
10-09-2023,1635.21167,1635.433105,1604.040527,1616.828857,,4339499949
11-09-2023,1616.769775,1618.305786,1533.426758,1551.637695,,7693700923
12-09-2023,1551.497803,1619.114014,1549.493774,1592.429443,,6813819740
13-09-2023,1592.892334,1615.050293,1582.217529,1607.988525,,4979469106
14-09-2023,1608.031616,1640.522705,1607.735352,1626.974365,,5538958553
15-09-2023,1626.870117,1652.113159,1613.248657,1641.640381,,4348584771
16-09-2023,1641.446411,1649.988647,1632.577881,1635.22168,,2819575929
17-09-2023,1635.20105,1635.512939,1616.779297,1622.896729,,3032716258
18-09-2023,1623.081909,1669.015381,1609.957397,1637.347046,,5916674789
19-09-2023,1637.312012,1659.531738,1628.413208,1643.544678,,4405868861
20-09-2023,1643.495361,1649.619141,1610.420776,1622.890625,,5156431986
21-09-2023,1622.591797,1625.20459,1573.305786,1584.307007,,5191732312
22-09-2023,1584.002563,1601.53772,1579.101318,1593.268311,,3460791634
23-09-2023,1593.213135,1598.001709,1588.328979,1593.857788,,2101436678
24-09-2023,1593.825684,1600.207275,1576.783325,1580.853394,,3086456944
25-09-2023,1580.747437,1595.844116,1565.025513,1588.322876,,4394930984
26-09-2023,1588.023193,1598.097778,1580.165527,1593.417236,,3544861160
27-09-2023,1593.108276,1631.910767,1585.368896,1597.491211,,5533036096
28-09-2023,1597.671997,1666.02417,1597.294678,1652.88269,,6658092168
29-09-2023,1652.999878,1687.28125,1648.656494,1667.943848,,5529687537
30-09-2023,1667.834473,1692.531128,1666.563843,1671.161865,,3155292192
01-10-2023,1671.161499,1750.595703,1670.082153,1733.810425,,5054880180
02-10-2023,1732.984009,1743.563599,1646.077637,1663.627563,,8420552922
03-10-2023,1662.887207,1670.356323,1644.49646,1656.685669,,4742827302
04-10-2023,1656.735962,1657.25354,1629.426636,1647.838135,,5127524863
05-10-2023,1647.788208,1654.379028,1609.849976,1611.47644,,5403759057
06-10-2023,1611.365723,1659.609863,1611.365723,1645.831543,,4941208729
07-10-2023,1645.810913,1648.183716,1631.158203,1634.51123,,2578994988
08-10-2023,1634.657349,1641.182373,1618.189209,1633.548584,,3315554175
09-10-2023,1633.454834,1635.447876,1553.006958,1579.806641,,7020801716
10-10-2023,1580.112061,1593.741333,1553.031738,1567.713013,,5254966125
11-10-2023,1567.680786,1578.223511,1548.980469,1566.254761,,5416504273
12-10-2023,1566.355957,1566.878174,1523.237549,1539.612427,,5003930677
13-10-2023,1539.432861,1571.75061,1537.921143,1552.089478,,4575141511
14-10-2023,1552.263794,1560.325073,1545.73877,1555.256836,,2429214718
15-10-2023,1555.07605,1565.760864,1550.554565,1558.069824,,2923337883
16-10-2023,1558.313477,1628.15625,1555.989624,1600.534302,,8846928526
17-10-2023,1600.63562,1601.294678,1554.402954,1565.439575,,5032686973
18-10-2023,1565.382813,1584.726929,1556.736328,1563.749878,,4354138855
19-10-2023,1563.95813,1573.737671,1543.585083,1567.457031,,5035110867
20-10-2023,1567.570923,1628.609009,1562.302856,1604.66687,,6747486127
21-10-2023,1604.822266,1641.241821,1593.447998,1629.304443,,4212179634
22-10-2023,1629.297729,1667.666626,1623.984741,1663.429932,,5248406817
23-10-2023,1674.849243,1794.070435,1663.447998,1765.38269,,14362295879
24-10-2023,1766.014648,1852.684448,1758.690063,1784.4375,,15888690475
25-10-2023,1784.905029,1814.484741,1762.147095,1787.397583,,9439066475
26-10-2023,1787.481934,1865.095215,1764.013062,1804.039307,,11196672635
27-10-2023,1803.794922,1804.135864,1751.440063,1780.045288,,7493399771
28-10-2023,1780.084229,1800.605347,1773.436646,1776.618164,,4226112731
29-10-2023,1776.563965,1810.488647,1766.052979,1795.546021,,4358528382
30-10-2023,1795.589111,1829.249512,1779.364502,1810.088623,,7534051038
31-10-2023,1810.131592,1819.972656,1784.567627,1816.458984,,6477922747
01-11-2023,1815.87207,1858.312866,1786.409546,1847.089722,,10628825648
02-11-2023,1847.259888,1873.88501,1790.114746,1800.620972,,9004197724
03-11-2023,1800.916504,1835.07251,1779.635498,1832.795166,,7622864055
04-11-2023,1833.368896,1867.261353,1825.736572,1857.698608,,4845080427
05-11-2023,1857.39563,1911.608643,1848.620117,1894.157715,,8867152645
06-11-2023,1894.0271,1914.582642,1871.973022,1899.837402,,8104122602
07-11-2023,1900.599731,1907.561401,1852.790894,1888.124268,,9203228152
08-11-2023,1887.119019,1904.546265,1874.545654,1889.322388,,6751627017
09-11-2023,1888.940308,2130.885254,1884.204346,2120.561035,,24709695029
10-11-2023,2121.067383,2134.691406,2068.134277,2078.289795,,14740624457
11-11-2023,2078.05835,2089.530518,2035.082153,2052.713867,,10228351203
12-11-2023,2053.118652,2066.003418,2019.028076,2045.187012,,7951011698
13-11-2023,2045.354492,2116.010742,2031.954224,2055.265381,,14322027970
14-11-2023,2054.765381,2065.066895,1939.280396,1979.052612,,13087862495
15-11-2023,1979.472656,2061.991699,1968.774658,2060.408447,,12626326991
16-11-2023,2059.96582,2088.662354,1940.574219,1960.881592,,14651619483
17-11-2023,1961.867554,1990.050537,1910.445435,1961.280762,,11881648738
18-11-2023,1961.671265,1971.46228,1921.062378,1963.285034,,8064677046
19-11-2023,1963.180054,2015.633911,1944.900879,2013.204468,,7716048818
20-11-2023,2011.853394,2066.409912,1996.044312,2022.239136,,12866464824
21-11-2023,2022.217285,2035.035889,1937.066772,1937.066772,,13653500841
22-11-2023,1933.58313,2089.51416,1933.162964,2064.425293,,13372200584
23-11-2023,2063.905518,2088.031982,2041.464233,2062.210693,,7828437946
24-11-2023,2062.411865,2132.481201,2060.999023,2081.1521,,12141148820
25-11-2023,2081.296143,2091.342773,2067.917236,2084.413086,,5362623390
26-11-2023,2084.17749,2094.095947,2038.600464,2063.286133,,8054814154
27-11-2023,2062.390869,2070.606201,1988.120361,2027.417358,,10574810069
28-11-2023,2027.517212,2074.954102,1996.814697,2049.338135,,9910633038
29-11-2023,2049.186768,2071.994385,2020.756592,2029.929199,,8945151861
30-11-2023,2029.358398,2054.444336,2022.461792,2052.556152,,8107789163
01-12-2023,2052.09668,2109.319092,2046.557007,2087.139893,,10866891430
02-12-2023,2087.663574,2182.817871,2087.407959,2165.704102,,9130124831
03-12-2023,2165.895752,2213.175781,2151.720947,2193.69165,,8278465782
04-12-2023,2193.66333,2273.069824,2193.007324,2243.21582,,16149367134
05-12-2023,2243.092529,2306.570313,2191.17627,2293.841797,,15383072559
06-12-2023,2293.628174,2310.713135,2225.081055,2231.661377,,12790612571
07-12-2023,2233.217773,2380.729736,2225.050537,2357.57959,,14766891042
08-12-2023,2357.169189,2387.514404,2340.92041,2358.731934,,12543458699
09-12-2023,2358.686035,2401.760498,2331.666016,2341.175293,,10613312823
10-12-2023,2341.440186,2376.749756,2323.405762,2352.462646,,7369608905
11-12-2023,2352.496582,2354.914063,2160.358154,2224.578857,,17989249470
12-12-2023,2224.391113,2242.55127,2166.77002,2202.038086,,11391132228
13-12-2023,2202.600342,2283.099121,2150.754395,2260.648682,,12576395493
14-12-2023,2260.736084,2331.601563,2239.366211,2316.579102,,12608711052
15-12-2023,2316.110352,2316.892822,2214.263184,2219.337402,,10259157898
16-12-2023,2220.415527,2260.809814,2213.550781,2226.926514,,6866555430
17-12-2023,2226.892578,2244.366455,2195.761719,2196.481201,,7410453853
18-12-2023,2195.341797,2222.019287,2120.127441,2217.273438,,10366536490
19-12-2023,2218.240967,2253.348877,2139.723389,2177.872559,,10619179629
20-12-2023,2177.239502,2263.329102,2161.21875,2201.911377,,12652290807
21-12-2023,2201.790039,2278.121582,2184.856689,2239.54248,,12616530536
22-12-2023,2239.598145,2341.94751,2233.532715,2326.524902,,16137246310
23-12-2023,2326.71582,2332.072021,2270.428955,2309.046387,,7995772945
24-12-2023,2309.626709,2325.705078,2249.984375,2265.692139,,9450799236
25-12-2023,2265.340576,2303.551025,2254.574463,2272.561768,,8036302656
26-12-2023,2272.21875,2274.557373,2180.225342,2231.465332,,10668581464
27-12-2023,2231.393066,2392.608643,2215.140381,2378.73999,,14161342927
28-12-2023,2380.200684,2445.017578,2338.703857,2347.566162,,15660799060
29-12-2023,2346.84375,2386.004639,2262.97583,2300.690674,,12536968996
30-12-2023,2300.399658,2322.021484,2270.011963,2292.06543,,6888195427
31-12-2023,2291.945313,2318.512939,2261.394287,2281.471191,,6871481744
01-01-2024,2282.870361,2352.327881,2267.018066,2352.327881,,6906765990
02-01-2024,2352.593506,2431.212402,2348.892334,2355.836426,,12910543630
03-01-2024,2355.981445,2385.117676,2113.925293,2210.761963,,19332933581
04-01-2024,2210.529053,2294.608154,2204.865723,2269.038086,,11044564896
05-01-2024,2269.409424,2276.764648,2209.537109,2268.647217,,10860953290
06-01-2024,2269.540039,2271.359375,2219.781982,2241.624756,,5970741680
07-01-2024,2242.012695,2257.12793,2211.5625,2222.865967,,6490053615
08-01-2024,2222.857666,2358.815674,2171.993652,2333.032715,,13830287095
09-01-2024,2332.868164,2369.641602,2243.219238,2344.827148,,14891130716
10-01-2024,2344.923584,2626.976807,2341.943115,2582.103516,,29042100476
11-01-2024,2584.171631,2687.779053,2567.993652,2619.619141,,22575246883
12-01-2024,2619.177002,2710.421875,2460.925537,2524.460205,,23623839263
13-01-2024,2522.933838,2589.079834,2498.594482,2576.5979,,12250316867
14-01-2024,2578.003662,2578.332275,2470.424316,2472.241211,,9405587417
15-01-2024,2471.666992,2550.769043,2470.820801,2511.36377,,9700630000
16-01-2024,2510.627197,2613.566895,2500.003906,2587.691162,,11063317095
17-01-2024,2587.044678,2592.737061,2508.432861,2528.369385,,10441017520
18-01-2024,2528.593262,2546.263916,2426.135498,2467.018799,,11900028080
19-01-2024,2468.688965,2501.305176,2414.710938,2489.498535,,11405278376
20-01-2024,2489.847656,2489.847656,2456.095703,2469.589111,,5297826161
21-01-2024,2469.798584,2479.760498,2452.377686,2453.913086,,4578471955
22-01-2024,2454.987305,2463.447266,2303.502686,2310.826416,,13923771728
23-01-2024,2310.95166,2348.03125,2167.282471,2240.686035,,16182147521
24-01-2024,2241.749756,2261.384521,2197.656738,2233.561768,,10134722960
